,channel,transaction_risk_score,processing_type,cc_amount,ledger_balance,cc_acceptor_state,cc_acceptor_country,cardholder_presence,card_presence,partial_approval_capable,is_fraud,hour,month,dayofweek,year
288,ECOMMERCE,33.0,MANUAL,99.0,909.34,,GB,0,0,0,0,14,1,5,2019
289,ECOMMERCE,33.0,MANUAL,35.43,389.24,AR,US,0,0,0,0,17,1,5,2019
290,OTHER,20.0,CHIP,44.18,46.86,CA,US,1,1,1,0,1,1,6,2019
291,ECOMMERCE,25.0,MANUAL,112.19,3853.37,UT,US,0,0,0,0,21,1,6,2019
292,OTHER,31.0,CHIP,6.48,230.48,NY,US,1,1,1,0,23,1,6,2019
293,,98.0,,52.79,,,,,,,1,0,1,6,2019
294,OTHER,8.0,CHIP,33.76,15.0,PA,US,1,1,1,0,1,1,6,2019
295,OTHER,27.0,CHIP,2.55,133.44,VA,US,1,1,1,0,19,1,6,2019
296,ECOMMERCE,4.0,MANUAL,11.21,401.74,CA,US,0,0,0,0,4,1,6,2019
297,ECOMMERCE,20.0,MANUAL,67.19,167.85,CA,US,0,0,0,0,21,1,6,2019
298,OTHER,23.0,CHIP,6.57,74.15,TN,US,1,1,1,0,0,1,6,2019
299,OTHER,37.0,CHIP,822.56,2906.19,NC,US,1,1,1,0,16,1,6,2019
300,ECOMMERCE,15.0,UNKNOWN,9.99,110.1,WA,US,0,0,0,0,21,1,6,2019
301,ECOMMERCE,14.0,MANUAL,7.34,4678.54,WA,US,0,0,0,0,8,1,6,2019
302,OTHER,20.0,CHIP,27.29,416.98,VA,US,1,1,0,0,21,1,6,2019
303,ECOMMERCE,10.0,MANUAL,7.78,3293.56,WA,US,0,0,0,0,8,1,6,2019
304,OTHER,29.0,CHIP,5.53,222.1,TX,US,1,1,1,0,3,1,6,2019
305,ECOMMERCE,26.0,MANUAL,26.04,136.57,CA,US,0,0,0,0,18,1,6,2019
306,OTHER,26.0,CHIP,84.16,813.34,SC,US,1,1,0,0,0,1,6,2019
307,ECOMMERCE,11.0,MANUAL,15.0,82.44,VA,US,0,0,0,0,13,1,6,2019
308,ECOMMERCE,11.0,MANUAL,10.99,0.0,CA,US,0,0,0,0,12,1,6,2019
309,ECOMMERCE,11.0,MANUAL,28.99,524.07,CA,US,0,0,0,0,13,1,6,2019
310,ECOMMERCE,23.0,MANUAL,29.74,2836.26,UT,US,0,0,0,0,22,1,6,2019
311,OTHER,33.0,CHIP,27.0,116.21,FL,US,1,1,0,0,17,1,6,2019
312,OTHER,20.0,CHIP,12.89,108.22,TN,US,1,1,0,0,0,1,6,2019
313,ECOMMERCE,26.0,MANUAL,17.07,1669.99,NJ,US,0,0,0,0,11,1,6,2019
314,ECOMMERCE,7.0,MANUAL,62.54,40.28,OH,US,0,0,0,0,15,1,6,2019
315,OTHER,7.0,CHIP,32.15,0.0,OR,US,1,1,1,0,20,1,6,2019
316,OTHER,29.0,CHIP,10.15,0.0,CA,US,1,1,1,0,17,1,6,2019
317,OTHER,36.0,CHIP,165.25,47.67,NC,US,1,1,1,0,20,1,6,2019
318,ECOMMERCE,27.0,MANUAL,20.0,0.06,WA,US,0,0,0,0,3,1,6,2019
319,OTHER,15.0,CHIP,19.09,22.65,TX,US,1,1,1,0,2,1,6,2019
320,OTHER,24.0,CHIP,65.98,193.05,NY,US,1,1,1,0,19,1,6,2019
321,ECOMMERCE,2.0,MANUAL,12.83,793.49,WA,US,0,0,0,0,23,1,6,2019
322,ECOMMERCE,16.0,MANUAL,35.99,7992.03,CA,US,0,0,0,0,19,1,6,2019
323,OTHER,23.0,MAGSTRIPE,11.0,95.12,FL,US,1,1,1,0,20,1,6,2019
324,ECOMMERCE,34.0,MANUAL,15.59,869.96,AR,US,0,0,0,0,16,1,6,2019
325,ECOMMERCE,22.0,MANUAL,93.9,7439.82,CA,US,0,0,0,0,19,1,6,2019
326,OTHER,13.0,CHIP,13.74,6.85,,SK,1,1,0,0,13,1,6,2019
327,ECOMMERCE,43.0,MANUAL,131.92,2348.89,AR,US,0,0,0,0,10,1,6,2019
328,OTHER,21.0,MANUAL,65.84,0.0,CA,US,0,0,0,0,2,1,6,2019
329,OTHER,24.0,CHIP,6.9,251.62,TX,US,1,1,1,0,1,1,6,2019
330,OTHER,26.0,CHIP,173.98,4088.6,AZ,US,1,1,1,0,21,1,6,2019
331,ECOMMERCE,8.0,MANUAL,23.32,264.68,WA,US,0,0,0,0,18,1,6,2019
332,ECOMMERCE,13.0,MANUAL,7.34,3825.43,WA,US,0,0,0,0,8,1,6,2019
333,ECOMMERCE,2.0,MANUAL,16.04,398.68,WA,US,0,0,0,0,23,1,6,2019
334,ECOMMERCE,98.0,MANUAL,1426.6,4374.92,,SK,0,0,0,1,21,1,6,2019
335,ECOMMERCE,17.0,MANUAL,74.16,205.7,NY,US,0,0,0,0,0,1,6,2019
336,OTHER,6.0,MANUAL,88.13,0.0,CA,US,0,0,0,0,17,2,6,2019
337,ECOMMERCE,6.0,MANUAL,18.7,2209.24,NJ,US,0,0,0,0,3,2,6,2019
338,ECOMMERCE,3.0,MANUAL,30.5,8727.28,CA,US,0,0,0,0,18,2,6,2019
339,OTHER,12.0,CHIP,109.7,407.28,AL,US,1,1,0,0,16,2,6,2019
340,ECOMMERCE,28.0,MANUAL,42.39,3794.12,NJ,US,0,0,0,0,8,2,6,2019
341,ECOMMERCE,2.0,MANUAL,7.15,6381.7,WA,US,0,0,0,0,23,2,6,2019
342,OTHER,22.0,MAGSTRIPE,9.04,46.69,GA,US,1,1,0,0,23,2,6,2019
343,ECOMMERCE,32.0,MANUAL,38.76,1123.47,AR,US,0,0,0,0,7,2,6,2019
344,ECOMMERCE,2.0,MANUAL,14.74,8776.77,CA,US,0,0,0,0,18,2,6,2019
345,ECOMMERCE,28.0,MANUAL,6.01,3786.36,WA,US,0,0,0,0,0,2,6,2019
346,ECOMMERCE,1.0,MANUAL,29.95,8261.22,CA,US,0,0,0,0,20,2,6,2019
347,ECOMMERCE,6.0,MANUAL,7.59,3242.46,WA,US,0,0,0,0,8,2,6,2019
348,ECOMMERCE,23.0,MANUAL,7.49,7252.25,WA,US,0,0,0,0,16,2,6,2019
349,ECOMMERCE,25.0,MANUAL,5.91,5979.0,WA,US,0,0,0,0,16,2,6,2019
350,ECOMMERCE,27.0,MANUAL,6.47,8130.32,WA,US,0,0,0,0,17,2,6,2019
351,ECOMMERCE,27.0,MANUAL,10.61,4871.1,WA,US,0,0,0,0,21,2,6,2019
352,ECOMMERCE,22.0,MANUAL,39.5,9855.42,WA,US,0,0,0,0,14,2,6,2019
353,OTHER,9.0,CHIP,60.46,0.0,FL,US,1,1,0,0,15,2,6,2019
354,ECOMMERCE,13.0,MANUAL,7.0,2151.89,PA,US,0,0,0,0,18,2,6,2019
355,OTHER,22.0,CHIP,13.02,3370.25,AZ,US,1,1,1,0,4,2,6,2019
356,ECOMMERCE,23.0,MANUAL,5.16,8666.06,WA,US,0,0,0,0,16,2,6,2019
357,ECOMMERCE,25.0,MANUAL,66.45,352.02,AR,US,0,0,0,0,3,2,6,2019
358,ECOMMERCE,29.0,MANUAL,4.0,5489.94,WA,US,0,0,0,0,0,2,6,2019
359,OTHER,26.0,MAGSTRIPE,45.0,229.95,LA,US,1,1,0,0,7,2,6,2019
360,ECOMMERCE,30.0,MANUAL,52.06,691.72,AR,US,0,0,0,0,17,2,6,2019
361,ECOMMERCE,29.0,MANUAL,64.39,266.23,TX,US,0,0,0,0,23,2,6,2019
362,ECOMMERCE,30.0,MANUAL,19.93,1664.19,AR,US,0,0,0,0,18,2,6,2019
363,,75.0,,52.79,,,,,,,1,0,2,6,2019
364,ECOMMERCE,24.0,MANUAL,4.05,6578.09,WA,US,0,0,0,0,22,2,6,2019
365,ECOMMERCE,23.0,MANUAL,4.79,4205.39,CA,US,0,0,0,0,23,2,6,2019
366,OTHER,20.0,CHIP,58.48,217.9,MN,US,1,1,1,0,23,2,6,2019
367,ECOMMERCE,32.0,MANUAL,17.85,2038.21,AR,US,0,0,0,0,3,2,6,2019
368,ECOMMERCE,21.0,MANUAL,13.05,4003.31,NJ,US,0,0,0,0,15,2,6,2019
369,,76.0,,52.79,,,,,,,1,0,2,6,2019
370,OTHER,18.0,MAGSTRIPE,25.0,0.0,GA,US,1,1,1,0,22,2,6,2019
371,OTHER,12.0,MAGSTRIPE,112.27,0.0,NY,US,1,1,0,0,15,2,6,2019
372,ECOMMERCE,13.0,MANUAL,7.59,2804.4,WA,US,0,0,0,0,8,2,6,2019
373,ECOMMERCE,24.0,MANUAL,445.0,52.2,CA,US,0,0,0,0,11,2,6,2019
374,ECOMMERCE,25.0,MANUAL,5.95,2579.75,WA,US,0,0,0,0,0,2,6,2019
375,OTHER,15.0,CHIP,7.77,40.62,NV,US,1,1,1,0,4,2,6,2019
376,ECOMMERCE,28.0,MANUAL,34.23,1724.33,NJ,US,0,0,0,0,5,2,6,2019
377,ECOMMERCE,62.0,MANUAL,49.84,3172.82,AR,US,0,0,0,0,21,2,6,2019
378,ECOMMERCE,4.0,MANUAL,0.35,6425.99,CA,US,0,0,0,0,17,2,6,2019
379,OTHER,20.0,CHIP,6.16,106.28,,PL,1,1,0,0,15,2,6,2019
380,OTHER,29.0,CHIP,27.13,3513.8,NY,US,1,1,1,0,14,2,6,2019
381,ECOMMERCE,5.0,MANUAL,18.73,2399.29,NJ,US,0,0,0,0,3,2,6,2019
382,ECOMMERCE,26.0,MANUAL,114.74,2372.85,UT,US,0,0,0,0,18,2,6,2019
383,ECOMMERCE,3.0,MANUAL,9.75,9204.7,CA,US,0,0,0,0,14,2,6,2019
384,ECOMMERCE,27.0,MANUAL,66.64,185.74,AR,US,0,0,0,0,14,2,6,2019
385,OTHER,20.0,CHIP,4.69,67.75,VA,US,1,1,1,0,1,2,6,2019
386,ECOMMERCE,3.0,MANUAL,12.0,9266.51,WA,US,0,0,0,0,17,2,6,2019
387,ECOMMERCE,30.0,MANUAL,23.83,2270.0,WA,US,0,0,0,0,0,2,6,2019
388,OTHER,30.0,CHIP,14.77,2.15,TX,US,1,1,1,0,6,2,6,2019
389,ECOMMERCE,24.0,MANUAL,21.29,817.3,CA,US,0,0,0,0,13,2,6,2019
390,ECOMMERCE,35.0,MANUAL,13.0,2571.44,AR,US,0,0,0,0,4,2,6,2019
391,ECOMMERCE,31.0,MANUAL,27.99,1095.48,AR,US,0,0,0,0,18,2,6,2019
392,ECOMMERCE,23.0,MANUAL,6.86,6759.56,CA,US,0,0,0,0,16,2,6,2019
393,ECOMMERCE,38.0,MANUAL,21.67,5155.3,AR,US,0,0,0,0,4,2,6,2019
394,ECOMMERCE,28.0,MANUAL,21.39,2100.8,NJ,US,0,0,0,0,10,2,6,2019
395,ECOMMERCE,27.0,MANUAL,36.99,863.25,AR,US,0,0,0,0,22,2,6,2019
396,OTHER,30.0,CHIP,70.0,30.24,PA,US,1,1,1,0,15,2,6,2019
397,OTHER,19.0,CHIP,134.22,47.62,TX,US,1,1,1,0,0,2,6,2019
398,ECOMMERCE,24.0,MANUAL,4.79,6448.93,CA,US,0,0,0,0,17,2,6,2019
399,ECOMMERCE,3.0,MANUAL,19.5,9539.43,CA,US,0,0,0,0,16,2,6,2019
400,ECOMMERCE,19.0,MANUAL,16.89,4972.39,NJ,US,0,0,0,0,18,2,6,2019
401,OTHER,20.0,CHIP,10.29,112.46,AZ,US,1,1,1,0,22,2,6,2019
402,ECOMMERCE,24.0,MANUAL,5.49,5565.58,WA,US,0,0,0,0,17,2,6,2019
403,ECOMMERCE,27.0,MANUAL,26.07,7081.43,WA,US,0,0,0,0,16,2,6,2019
404,ECOMMERCE,26.0,MANUAL,10.44,8294.61,WA,US,0,0,0,0,16,2,6,2019
405,ECOMMERCE,29.0,MANUAL,23.37,3406.04,WA,US,0,0,0,0,0,2,6,2019
406,ECOMMERCE,4.0,MANUAL,5.53,6870.13,CA,US,0,0,0,0,17,2,6,2019
407,ECOMMERCE,32.0,MANUAL,21.85,62.04,AR,US,0,0,0,0,17,2,2,2019
408,ECOMMERCE,1.0,MANUAL,65.73,851.17,PA,US,0,0,0,0,17,2,2,2019
409,ECOMMERCE,6.0,MANUAL,80.1,139.55,CA,US,0,0,0,0,22,2,2,2019
410,ECOMMERCE,37.0,MANUAL,38.64,3547.83,AR,US,0,0,0,0,5,2,2,2019
411,OTHER,12.0,CHIP,9.31,736.09,WA,US,1,1,1,0,22,2,2,2019
412,OTHER,31.0,CHIP,10.0,12.69,FL,US,1,1,1,0,3,2,2,2019
413,OTHER,16.0,MANUAL,117.07,10198.43,OK,US,0,0,0,0,17,2,2,2019
414,ECOMMERCE,29.0,MANUAL,15.96,1092.69,AR,US,0,0,0,0,3,2,2,2019
415,OTHER,7.0,MANUAL,413.9,2059.21,OK,US,0,0,0,0,22,2,2,2019
416,ECOMMERCE,6.0,MANUAL,33.43,8297.18,UT,US,0,0,0,0,11,2,2,2019
417,ECOMMERCE,7.0,MANUAL,74.79,8525.94,UT,US,0,0,0,0,3,2,2,2019
418,OTHER,35.0,CHIP,46.33,26.36,FL,US,1,1,1,0,16,2,2,2019
419,ECOMMERCE,24.0,MANUAL,30.96,1792.06,AR,US,0,0,0,0,5,2,2,2019
420,ECOMMERCE,7.0,MANUAL,29.7,582.5,WA,US,0,0,0,0,7,2,2,2019
421,ECOMMERCE,33.0,MANUAL,15.93,398.92,AR,US,0,0,0,0,16,2,2,2019
422,OTHER,28.0,MAGSTRIPE,5.93,0.0,OH,US,1,1,1,0,18,2,2,2019
423,OTHER,30.0,CHIP,44.31,229.37,AZ,US,1,1,1,0,4,2,2,2019
424,OTHER,28.0,CHIP,482.0,0.0,NV,US,1,1,1,0,1,2,2,2019
425,ECOMMERCE,28.0,MANUAL,149.0,2934.73,IN,US,0,0,0,0,13,2,2,2019
426,ECOMMERCE,32.0,MANUAL,39.67,5880.24,AR,US,0,0,0,0,3,2,2,2019
427,ECOMMERCE,7.0,MANUAL,223.07,6166.45,UT,US,0,0,0,0,3,2,2,2019
428,ECOMMERCE,28.0,MANUAL,14.91,201.94,AR,US,0,0,0,0,5,2,2,2019
429,ECOMMERCE,27.0,MANUAL,215.42,1057.09,AR,US,0,0,0,0,13,2,2,2019
430,ECOMMERCE,24.0,MANUAL,51.75,270.86,CA,US,0,0,0,0,11,2,2,2019
431,OTHER,17.0,CHIP,6.2,89.52,MA,US,1,1,1,0,14,2,2,2019
432,ECOMMERCE,29.0,MANUAL,35.0,2134.03,AR,US,0,0,0,0,12,2,2,2019
433,ECOMMERCE,37.0,MANUAL,161.83,1936.06,NE,US,0,0,0,0,5,2,2,2019
434,OTHER,11.0,CHIP,10.42,101.38,UT,US,1,1,0,0,19,2,2,2019
435,ECOMMERCE,56.0,MANUAL,49.99,5618.54,AR,US,0,0,0,0,3,2,2,2019
436,OTHER,14.0,MANUAL,350.27,9411.61,TX,US,0,0,0,0,20,2,2,2019
437,OTHER,33.0,CHIP,30.58,72.69,FL,US,1,1,1,0,19,2,2,2019
438,ECOMMERCE,29.0,MANUAL,31.47,5983.88,AR,US,0,0,0,0,3,2,2,2019
439,OTHER,26.0,CHIP,42.24,0.0,NY,US,1,1,0,0,15,2,2,2019
440,ECOMMERCE,29.0,MANUAL,74.98,3258.84,AR,US,0,0,0,0,10,2,2,2019
441,ECOMMERCE,21.0,MANUAL,34.56,2450.71,MI,US,0,0,0,0,6,2,2,2019
442,OTHER,9.0,MANUAL,83.05,9823.01,OK,US,0,0,0,0,18,2,2,2019
443,OTHER,21.0,CHIP,25.6,14.5,OR,US,1,1,0,0,22,2,2,2019
444,OTHER,28.0,CHIP,79.0,80.96,TX,US,1,1,1,0,19,2,2,2019
445,ECOMMERCE,36.0,MANUAL,43.3,680.89,,GB,0,0,0,0,14,2,2,2019
446,OTHER,25.0,CHIP,22.02,13.42,TN,US,1,1,0,0,19,2,2,2019
447,ECOMMERCE,1.0,MANUAL,32.15,826.71,WA,US,0,0,0,0,16,2,2,2019
448,OTHER,26.0,CHIP,33.0,1144.29,NH,US,1,1,1,0,19,2,2,2019
449,OTHER,27.0,CHIP,3.36,38.72,NY,US,1,1,1,0,19,2,2,2019
450,ECOMMERCE,31.0,MANUAL,13.44,3791.78,AR,US,0,0,0,0,1,2,2,2019
451,ECOMMERCE,41.0,MANUAL,73.1,1441.3,CA,US,0,0,0,0,15,2,2,2019
452,OTHER,12.0,CHIP,28.26,2.12,WA,US,1,1,1,0,20,2,2,2019
453,OTHER,9.0,CHIP,56.44,0.0,FL,US,1,1,1,0,21,2,2,2019
454,ECOMMERCE,30.0,MANUAL,12.0,2920.96,WA,US,0,0,0,0,17,2,2,2019
455,OTHER,27.0,CHIP,63.33,246.57,NY,US,1,1,0,0,5,2,2,2019
456,ECOMMERCE,45.0,MANUAL,40.65,2943.47,AR,US,0,0,0,0,5,2,2,2019
457,ECOMMERCE,11.0,MANUAL,166.39,531.32,CA,US,0,0,0,0,18,2,2,2019
458,,,,52.79,,,,,,,1,0,2,2,2019
459,,,,52.79,,,,,,,1,0,2,2,2019
460,ECOMMERCE,29.0,MANUAL,41.41,1804.15,AR,US,0,0,0,0,12,2,2,2019
461,,,,52.79,,,,,,,1,0,2,2,2019
462,ECOMMERCE,63.0,MANUAL,59.99,3897.01,AR,US,0,0,0,0,2,2,2,2019
463,OTHER,20.0,CHIP,3.14,125.4,FL,US,1,1,1,0,14,2,2,2019
464,ECOMMERCE,5.0,MANUAL,24.7,4519.7,CA,US,0,0,0,0,11,2,2,2019
465,OTHER,26.0,CHIP,70.0,860.66,MD,US,1,1,0,0,5,2,2,2019
466,OTHER,26.0,CHIP,190.12,2174.22,AZ,US,1,1,1,0,23,2,2,2019
467,OTHER,30.0,MAGSTRIPE,34.39,4016.24,SC,US,1,1,1,0,19,2,2,2019
468,ECOMMERCE,6.0,MANUAL,20.99,27.17,CA,US,0,0,0,0,10,2,2,2019
469,ECOMMERCE,4.0,MANUAL,65.11,5872.66,UT,US,0,0,0,0,13,2,2,2019
470,ECOMMERCE,32.0,MANUAL,19.12,1145.97,AR,US,0,0,0,0,23,2,2,2019
471,OTHER,27.0,MAGSTRIPE,25.51,129.44,TN,US,1,1,0,0,0,2,2,2019
472,OTHER,25.0,MAGSTRIPE,18.13,95.81,MD,US,1,1,0,0,17,2,2,2019
473,ECOMMERCE,8.0,MANUAL,60.67,5234.84,UT,US,0,0,0,0,4,2,2,2019
474,ECOMMERCE,35.0,MANUAL,43.27,5919.91,AR,US,0,0,0,0,1,2,2,2019
475,OTHER,9.0,CHIP,10.06,0.0,FL,US,1,1,1,0,16,2,2,2019
476,OTHER,15.0,CHIP,35.91,191.65,NJ,US,1,1,1,0,15,2,2,2019
477,ECOMMERCE,5.0,MANUAL,86.45,913.43,CA,US,0,0,0,0,16,2,2,2019
478,ECOMMERCE,30.0,MANUAL,30.56,4329.0,AR,US,0,0,0,0,4,2,2,2019
479,ECOMMERCE,14.0,MANUAL,800.0,406.9,GA,US,0,0,0,0,19,2,2,2019
480,ECOMMERCE,28.0,MANUAL,39.97,1696.1,AR,US,0,0,0,0,20,2,2,2019
481,OTHER,16.0,CHIP,13.55,5.0,TX,US,1,1,1,0,21,2,2,2019
482,OTHER,28.0,MAGSTRIPE,17.68,48.78,TX,US,1,1,1,0,2,3,4,2019
483,OTHER,31.0,MANUAL,50.0,0.0,NY,US,0,1,0,0,18,3,4,2019
484,OTHER,23.0,MANUAL,37.18,794.88,FL,US,0,1,1,0,1,3,4,2019
485,ECOMMERCE,33.0,MANUAL,37.55,1061.12,AR,US,0,0,0,0,5,3,4,2019
486,OTHER,14.0,CHIP,12.45,11.9,TX,US,1,1,0,0,17,3,4,2019
487,ECOMMERCE,7.0,MANUAL,1.95,16.22,WA,US,0,0,0,0,15,3,4,2019
488,ECOMMERCE,15.0,MANUAL,75.97,82.66,CT,US,0,0,0,0,5,3,4,2019
489,ECOMMERCE,9.0,MANUAL,54.0,409.79,WA,US,0,0,0,0,0,3,4,2019
490,OTHER,27.0,CHIP,242.56,19.0,AZ,US,1,1,0,0,22,3,4,2019
491,OTHER,10.0,CHIP,44.91,13.28,FL,US,1,1,1,0,20,3,4,2019
492,ECOMMERCE,12.0,MANUAL,12.79,840.64,WA,US,0,0,0,0,17,3,4,2019
493,OTHER,22.0,CHIP,33.69,33.78,IN,US,1,1,1,0,1,3,4,2019
494,ECOMMERCE,33.0,MANUAL,157.94,935.14,AR,US,0,0,0,0,22,3,4,2019
495,OTHER,38.0,MANUAL,124.1,523.1,,IL,0,0,0,0,10,3,4,2019
496,ECOMMERCE,29.0,MANUAL,35.97,6864.08,AR,US,0,0,0,0,11,3,4,2019
497,ECOMMERCE,20.0,MANUAL,20.64,408.09,AR,US,0,0,0,0,3,3,4,2019
498,ECOMMERCE,11.0,MANUAL,19.8,870.42,IL,US,0,0,0,0,19,3,4,2019
499,ECOMMERCE,15.0,MANUAL,48.2,1575.2,AR,US,0,0,0,0,2,3,4,2019
500,ECOMMERCE,8.0,MANUAL,11.99,553.59,WA,US,0,0,0,0,0,3,4,2019
501,OTHER,18.0,CHIP,63.01,0.0,LA,US,1,1,0,0,16,3,4,2019
502,ECOMMERCE,23.0,MANUAL,14.7,1164.54,NJ,US,0,0,0,0,8,3,4,2019
503,OTHER,27.0,CHIP,10.0,2487.64,OR,US,1,1,0,0,21,3,4,2019
504,ECOMMERCE,29.0,MANUAL,0.49,4143.56,AR,US,0,0,0,0,11,3,4,2019
505,ECOMMERCE,20.0,MANUAL,5.92,1089.02,WA,US,0,0,0,0,3,3,4,2019
506,ECOMMERCE,12.0,MANUAL,10.0,92.39,CA,US,0,0,0,0,14,3,4,2019
507,ECOMMERCE,27.0,MANUAL,24.46,6718.7,AR,US,0,0,0,0,10,3,4,2019
508,OTHER,30.0,CHIP,104.72,1976.65,TN,US,1,1,1,0,23,3,4,2019
509,ECOMMERCE,15.0,MANUAL,80.0,970.65,CA,US,0,0,0,0,15,3,4,2019
510,ECOMMERCE,1.0,MANUAL,5.0,154.14,CA,US,0,0,0,0,17,3,4,2019
511,OTHER,23.0,CHIP,313.71,318.83,FL,US,1,1,0,0,16,3,4,2019
512,OTHER,22.0,MANUAL,1239.59,1387.33,CA,US,0,0,0,0,11,3,4,2019
513,ECOMMERCE,29.0,MANUAL,60.0,79.0,WA,US,0,0,0,0,17,3,4,2019
514,OTHER,29.0,CHIP,7.78,180.83,AZ,US,1,1,0,0,20,3,4,2019
515,ECOMMERCE,35.0,MANUAL,149.0,1093.08,AR,US,0,0,0,0,21,3,4,2019
516,ECOMMERCE,10.0,MANUAL,59.99,424.39,CA,US,0,0,0,0,22,3,4,2019
517,ECOMMERCE,32.0,MANUAL,29.33,1391.18,AR,US,0,0,0,0,3,3,4,2019
518,,,,52.79,,,,,,,1,0,3,4,2019
519,ECOMMERCE,12.0,MANUAL,28.32,999.63,WA,US,0,0,0,0,18,3,4,2019
520,ECOMMERCE,22.0,MANUAL,7.95,401.84,AR,US,0,0,0,0,0,3,4,2019
521,ECOMMERCE,18.0,MANUAL,17.96,1557.24,AR,US,0,0,0,0,2,3,4,2019
522,OTHER,22.0,CHIP,18.5,4.5,IN,US,1,1,1,0,19,3,4,2019
523,OTHER,8.0,UNKNOWN,193.6,7130.28,NC,US,0,0,0,0,15,3,4,2019
524,ECOMMERCE,31.0,MANUAL,16.02,5032.86,AR,US,0,0,0,0,0,3,4,2019
525,ECOMMERCE,32.0,MANUAL,18.77,2323.63,AR,US,0,0,0,0,20,3,4,2019
526,ECOMMERCE,1.0,MANUAL,0.62,42.91,TX,US,0,0,0,0,1,3,4,2019
527,ECOMMERCE,1.0,MANUAL,21.54,663.71,WA,US,0,0,0,0,17,3,4,2019
528,OTHER,27.0,CHIP,42.96,667.71,FL,US,1,1,0,0,19,3,4,2019
529,OTHER,11.0,CHIP,41.91,24.35,TX,US,1,1,0,0,17,3,4,2019
530,OTHER,9.0,MANUAL,31.59,11399.87,NY,US,0,0,0,0,15,3,4,2019
531,ECOMMERCE,16.0,MANUAL,29.02,982.69,TX,US,0,0,0,0,19,3,4,2019
532,OTHER,12.0,MANUAL,144.57,5273.86,IL,US,0,0,0,0,14,3,4,2019
533,OTHER,14.0,MANUAL,16.48,5394.88,OK,US,0,0,0,0,22,3,4,2019
534,ECOMMERCE,34.0,MANUAL,18.77,2030.12,AR,US,0,0,0,0,18,3,4,2019
535,OTHER,28.0,CHIP,7.78,329.93,AZ,US,1,1,0,0,20,3,4,2019
536,OTHER,22.0,MAGSTRIPE,8.5,559.48,OH,US,1,1,0,0,0,3,4,2019
537,ECOMMERCE,22.0,MANUAL,30.77,1354.83,UT,US,0,0,0,0,21,3,4,2019
538,ECOMMERCE,27.0,MANUAL,85.2,3432.45,AZ,US,0,0,0,0,0,3,4,2019
539,ECOMMERCE,2.0,MANUAL,500.0,1947.0,CA,US,0,0,0,0,1,3,4,2019
540,OTHER,26.0,CHIP,23.57,0.0,CA,US,1,1,0,0,23,3,4,2019
541,OTHER,20.0,CHIP,67.09,88.38,IL,US,1,1,1,0,0,3,4,2019
542,ECOMMERCE,6.0,MANUAL,16.99,585.75,WA,US,0,0,0,0,18,3,4,2019
543,OTHER,23.0,CHIP,110.0,208.9,NJ,US,1,1,1,0,20,3,4,2019
544,ECOMMERCE,1.0,MANUAL,15.57,0.0,CO,US,0,0,1,0,15,3,4,2019
545,ECOMMERCE,13.0,UNKNOWN,28.17,91.5,CA,US,0,0,0,0,23,4,1,2019
546,ECOMMERCE,1.0,MANUAL,5.0,5.0,CA,US,0,0,0,0,23,4,1,2019
547,ECOMMERCE,9.0,MANUAL,17.63,2782.0,AR,US,0,0,0,0,3,4,1,2019
548,ECOMMERCE,28.0,MANUAL,57.51,5909.4,AR,US,0,0,0,0,14,4,1,2019
549,ECOMMERCE,13.0,MANUAL,100.0,542.0,WA,US,0,0,0,0,20,4,1,2019
550,ECOMMERCE,8.0,MANUAL,28.0,0.0,IN,US,0,0,0,0,1,4,1,2019
551,ECOMMERCE,18.0,MANUAL,25.43,2551.31,NJ,US,0,0,0,0,12,4,1,2019
552,ECOMMERCE,11.0,MANUAL,9.82,2486.59,AR,US,0,0,0,0,16,4,1,2019
553,OTHER,6.0,CHIP,5.44,5.35,MO,US,1,1,1,0,17,4,1,2019
554,ECOMMERCE,6.0,UNKNOWN,103.88,1991.35,CA,US,0,0,0,0,17,4,1,2019
555,OTHER,3.0,MANUAL,395.2,0.0,CA,US,0,0,1,0,21,4,1,2019
556,ECOMMERCE,19.0,MANUAL,76.08,1656.62,AR,US,0,0,0,0,1,4,1,2019
557,OTHER,24.0,MAGSTRIPE,13.15,657.0,IL,US,1,1,1,0,19,4,1,2019
558,ECOMMERCE,24.0,MANUAL,391.56,1325.02,CA,US,0,0,0,0,1,4,1,2019
559,ECOMMERCE,19.0,MANUAL,64.88,5348.11,AR,US,0,0,0,0,22,4,1,2019
560,ECOMMERCE,1.0,MANUAL,18.95,1813.32,CA,US,0,0,0,0,10,4,1,2019
561,ECOMMERCE,25.0,MANUAL,76.08,1200.14,AR,US,0,0,0,0,1,4,1,2019
562,OTHER,14.0,MANUAL,43.45,1134.17,NY,US,0,0,0,0,13,4,1,2019
563,OTHER,6.0,MANUAL,1080.0,1735.03,CA,US,1,0,1,0,23,4,1,2019
564,OTHER,6.0,MANUAL,50.0,30.56,KS,US,0,0,0,0,22,4,1,2019
565,ECOMMERCE,8.0,MANUAL,597.76,0.18,FL,US,0,0,0,0,18,4,1,2019
566,OTHER,22.0,CHIP,10.77,46.95,OH,US,1,1,1,0,20,4,1,2019
567,OTHER,23.0,CHIP,181.97,1949.79,OR,US,1,1,1,0,18,4,1,2019
568,OTHER,19.0,CHIP,6.0,15.45,WI,US,1,1,1,0,22,4,1,2019
